,Alias,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate_Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub_Year,Pub_Date,Author,Title
3738,DS9,SAOImage DS9,0,The images have different values of scale parameters (visualization <em>DS9).</em> The Gaia direct images,True,2009BaltA..18..353H,2009OAst...18..353H,,Baltic Astronomy,2009OAst...18..353H|2009BaltA..18..353H|2009OAst...18..353H,,2009,2009-00-00,"Hudec, R.",Low-Dispersion Spectroscopy: a Comparison of the GAIA and Objective-Prism Surveys
3739,DS9,SAOImage DS9,0,"has made use of SAOImage <em>DS9,</em> developed by Smithsonian Astrophysical Observatory. This research has made use",False,2014MmSAI..85..799S,,,Memorie della Societa Astronomica Italiana,2014MmSAI..85..799S,,2014,2014-00-00,"Smith, Leigh",A search for high proper motion objects in the UKIDSS Galactic plane survey .
3740,DS9,SAOImage DS9,0,"to view FITS files are SAOImage <em>DS9</em> (Joye Mandel 2003), TOPCAT (Taylor 2014), and fv (Pence et al. 1997).",True,2017PASP..129e8003M,,,Publications of the Astronomical Society of the Pacific,2017PASP..129e8003M|10.1088/1538-3873/129/975/058003|10.1088/1538-3873/129/975/058003,10.1088/1538-3873/129/975/058003,2017,2017-05-00,"Muna, Demitri",Introducing Nightlight: A New FITS Viewer
3741,DS9,SAOImage DS9,0,"work, and easy-to-use image data portals such as SkyView; reliable, easy-to-use software such as SAO&#x2F;<em>DS9</em>",False,2011ASPC..443...49S,,,Earth and Space Science: Making Connections in Education and Public Outreach,2011ASPC..443...49S,,2011,2011-09-00,"Sharma, M.",The Intersection of NASA Astrophysics Education and Public Outreach and Higher Education: A Special Interest Group Meeting
3742,DS9,SAOImage DS9,0,developing an interface for <em>DS9</em> and HDF5 LOFAR data files — this will allow users to open and examine LOFAR,False,2010iska.meetE..62A,2010PoS...112E..62A,,ISKAF2010 Science Meeting,2010PoS...112E..62A|2010iska.meetE..62A|2010PoS...112E..62A,,2010,2010-00-00,"Anderson, K. R.",LOFAR &amp; HDF5: Toward a New Radio Data Standard
3743,DS9,SAOImage DS9,0,"purpose FITS viewers which can display 2D slices of 3D data (e.g., fv, GAIA, and <em>DS9),</em> the following",True,2005ASPC..347..143L,2005adass..14..143L,,Astronomical Data Analysis Software and Systems XIV,2005adass..14..143L|2005ASPC..347..143L|2005adass..14..143L,,2005,2005-12-00,"Leech, J.",A Survey of Software for the Manipulation and Visualization of 3-D Sub-mm Spectral Line Datasets
3744,DS9,SAOImage DS9,0,"the Vizier catalogue access tool, CDS, Strasbourg, France and the SAOImage <em>DS9,</em> developed by Smithsonian",False,2012AN....333.1083D,2012arXiv1211.3339D,,Astronomische Nachrichten,2012arXiv1211.3339D|2012AN....333.1083D|10.1002/asna.201211827|arXiv:1211.3339|10.1002/asna.201211827|2012arXiv1211.3339D,10.1002/asna.201211827,2012,2012-12-00,"Drobek, D.",New pulsating variable stars in the Stock 14 open cluster and surrounding fields
3745,DS9,SAOImage DS9,0,brightness) is obtained from a catalogue (e.g. Bright Star Catalogue6). Both the SAOimage <em>DS9</em> text output,True,2015pimo.conf...78B,,,"International Meteor Conference Mistelbach, Austria",2015pimo.conf...78B,,2015,2015-01-00,"Bettonvil, F.",High resolution orbits of Perseids and Geminids with CHIPOlAtA
3746,DS9,SAOImage DS9,0,"1998 BD8 Harvey, 73 Sep 8 3 3758 Karttunen Harvey, 73 Dec 28 6 16896 1998 <em>DS9</em> Harvey, 73 Aug",False,2014MPBu...41..189P,,,Minor Planet Bulletin,2014MPBu...41..189P,,2014,2014-07-00,"Pilcher, Frederick",General Report of Position Observations by the ALPO Minor Planets Section for the Year 2013
3747,DS9,SAOImage DS9,0,are directed north. 5 4 3 2 1 (a) <em>DS9</em> 10 9 8 7 6 5 4 3 2 1 6 5 4 3 2 1 11 10 9 8 7 6 5 4 3 2 1 (b) DS10,True,2015arXiv151204513C,,,arXiv e-prints,2015arXiv151204513C|arXiv:1512.04513,,2015,2015-12-00,"Chavez, Anastasia",The Dehn-Sommerville Relations and the Catalan Matroid
3748,DS9,SAOImage DS9,0,and Studies Foundation. This research has made use of the SAOImage <em>DS9</em> developed by Smithsonian,False,2006BaltA..15..471N,2006OAst...15..471N|2006astro.ph.10163N,NOAO,Baltic Astronomy,2006OAst...15..471N|2006astro.ph.10163N|2006BaltA..15..471N|2006OAst...15..471N|2006astro.ph.10163N|arXiv:astro-ph/0610163,,2006,2006-00-00,"Narbutis, D.",A Comparison of the Published Stellar Photometry Data in the South-West Field of the Galaxy M 31 Disk
3749,DS9,SAOImage DS9,0,"of Vienna, the VizieR catalogue access tool, CDS, Strasbourg, France and the SAOImage <em>DS9,</em> developed by",False,2010AN....331.1077D,2010arXiv1010.0910D,,Astronomische Nachrichten,2010arXiv1010.0910D|2010AN....331.1077D|10.1002/asna.201011461|2010arXiv1010.0910D|arXiv:1010.0910|10.1002/asna.201011461,10.1002/asna.201011461,2010,2010-12-00,"Drobek, D.",Photometric study of two β Cephei pulsators in eclipsing systems
3750,DS9,SAOImage DS9,0,"way of visualizing data. We developed numdisplay to display images to <em>DS9</em> and ximtool. But for a long time, one",False,2006hstc.conf..437G,,,The 2005 HST Calibration Workshop: Hubble After the Transition to Two-Gyro Mode,2006hstc.conf..437G,,2006,2006-01-00,"Greenfield, P.",Where Will PyRAF Lead Us? The Future of Data Analysis Software at STScI
3751,DS9,SAOImage DS9,0,"via SAMP to SAMP enabled image visualization tools, such as <em>DS9</em> (Joye Mandel 2003) and Aladin (Bonnarel",True,2017PASP..129b8001B,2017arXiv170102533B,,Publications of the Astronomical Society of the Pacific,2017arXiv170102533B|2017PASP..129b8001B|10.1088/1538-3873/129/972/028001|10.1088/1538-3873/129/972/028001|arXiv:1701.02533|2017arXiv170102533B,10.1088/1538-3873/129/972/028001,2017,2017-02-00,"Baines, Deborah",Visualization of Multi-mission Astronomical Data with ESASky
3752,DS9,SAOImage DS9,0,"of using&#x2F;adapting a previous existing tool (like <em>DS9,</em> XIMAGE or GIPSY) was considered. However, the expecific",True,2004AN....325..167S,2003astro.ph.10677S,,Astronomische Nachrichten,2003astro.ph.10677S|2004AN....325..167S|10.1002/asna.200310202|10.1002/asna.200310202|arXiv:astro-ph/0310677|2003astro.ph.10677S,10.1002/asna.200310202,2004,2004-03-00,"Sánchez, S. F.","E3D, the Euro3D visualization tool I: Description of the program and its capabilities"
3753,DS9,SAOImage DS9,0,filter feeding the R channel and the F606W filter in B and G channels of the SAOImage <em>DS9</em> (Ver. 3.0.3),True,2009AJ....138.1985R,,HST,The Astronomical Journal,10.1088/0004-6256/138/6/1985|2009AJ....138.1985R|10.1088/0004-6256/138/6/1985,10.1088/0004-6256/138/6/1985,2009,2009-12-00,"Rudenko, Pavlo",Intermediate-Age Clusters in a Field Containing M31 and M32 Stars
3754,DS9,SAOImage DS9,0,#Docs #CT DS-1 DS-2 DS-3 Basic Research Sociology Demography 26817 76342 26298 5642 7184 5322 <em>DS-9</em>,False,2012arXiv1206.2126L,,,arXiv e-prints,2012arXiv1206.2126L|arXiv:1206.2126,,2012,2012-06-00,"Lüke, Thomas",Improving Retrieval Results with discipline-specific Query Expansion
3755,DS9,SAOImage DS9,0,"There is equivalent, though slightly less user friendly, software available such as SAOImage <em>DS9</em> [24]",False,2017PhyEd..52c5011C,2017arXiv170707337C,PhysEd,Physics Education,2017arXiv170707337C|2017PhyEd..52c5011C|10.1088/1361-6552/aa649f|arXiv:1707.07337|2017arXiv170707337C|10.1088/1361-6552/aa649f,10.1088/1361-6552/aa649f,2017,2017-05-00,"Chubb, Katy",Discovering new variable stars at Key Stage 3
3756,DS9,SAOImage DS9,0,VisIVO as well offers a visualisation Interface like <em>DS9</em> that already has interfaces to VO data. Mosaic,False,2011IAUS..277..224S,,,Tracing the Ancestry of Galaxies,2011IAUS..277..224S|10.1017/S1743921311022824|10.1017/S1743921311022824,10.1017/S1743921311022824,2011,2011-12-00,"Surace, Christian","The Virtual Observatory Data, Standards and Tools a technical - user point of view"
3757,DS9,SAOImage DS9,0,"they were transformed to FITS format and were scrutinized using the <em>DS9</em> viewer (Smithsonian can be seen in x , y , z coordinates using the viewer <em>DS9.</em> Cross-sections through one of the most luminous We thank the referee John Huchra for constructive suggestions. This research has made use of SAOImage <em>DS9,</em> developed",True,2007A&A...462..811E,2006astro.ph..3764E,,Astronomy and Astrophysics,2006astro.ph..3764E|2007A&A...462..811E|10.1051/0004-6361:20065296|10.1051/0004-6361:20065296|2006astro.ph..3764E|arXiv:astro-ph/0603764,10.1051/0004-6361:20065296,2007,2007-02-00,"Einasto, J.",Superclusters of galaxies from the 2dF redshift survey. I. The catalogue
3758,DS9,SAOImage DS9,0,"The utility <em>DS9</em> is used for real time image display. This is beneficial because the observatory’s other multiobject spectrographs both use <em>DS9</em> for data display; again, cross-training on these instrument is improved. MOSFIRE uses <em>DS9</em> to overlay bar positions in imaging mode and automatically displays three",False,2016SPIE.9908E..0EK,,,Ground-based and Airborne Instrumentation for Astronomy VI,2016SPIE.9908E..0EK|10.1117/12.2233006|10.1117/12.2233006,10.1117/12.2233006,2016,2016-08-00,"Kassis, Marc",Operational performance of MOSFIRE with its cryogenic configurable slitmask unit at the W. M. Keck Observatory
3759,DS9,SAOImage DS9,0,"the data are not available. Number Starting Time Ending time DS1 DS2 DS3 DS4 DS5 DS6 DS7 DS8 <em>DS9</em> DS10 Back Close 100 0 500 60 400 300 70 80 DS6 2006 90 100 110 120 130 140 150 <em>DS9</em> DS14 coefficient (σep ) during the spring 2004, 2006. data for DS4, DS8, <em>DS9,</em> extinction coefficient (σep) during DS4, DS8, <em>DS9,</em> and DS18 are not available. 1079 1080 1081 11885 Abstract Introduction Conclusions",True,2009ACPD....911843W,,,Atmospheric Chemistry & Physics Discussions,2009ACPD....911843W,,2009,2009-05-00,"Wu, Z. J.","Dust events in Beijing, China (2004-2006): comparison of ground-based measurements with columnar integrated observations"
3760,DS9,SAOImage DS9,0,"a number of astronomy tools, including Aladin [18], SAOImage <em>DS9</em> [20], Astropy [21] Features of SAOImage <em>DS9.</em> Astronomical Data Analysis Software and Systems XII; Payne, H.E.; Jedrzejewski,",False,2017arXiv170702160T,,,arXiv e-prints,2017arXiv170702160T|arXiv:1707.02160,,2017,2017-07-00,"Taylor, Mark",TOPCAT: Desktop Exploration of Tabular Data for Astronomy and Beyond
3761,DS9,SAOImage DS9,0,"-based interpreter as the thread. <em>DS9</em> is extended beyond its essential role as a qualitative display tool and into the realm of quantitative analysis, while the ISIS user is able to exploit the imaging capabilities of <em>DS9</em>",False,2008PASP..120..821N,2008arXiv0806.0560N,Spitzer,Publications of the Astronomical Society of the Pacific,2008arXiv0806.0560N|2008PASP..120..821N|10.1086/590324|arXiv:0806.0560|2008arXiv0806.0560N|10.1086/590324,10.1086/590324,2008,2008-07-00,"Noble, M. S.",Beyond XSPEC: Toward Highly Configurable Astrophysical Analysis
3762,DS9,SAOImage DS9,0,.9502 .9473 DS18 150 .9359 <em>DS9</em> 50 .9412 .6129 .8000 .8171 DS19 75 .8816 DS10 300 .9596 .4400 .9169 .7177 DS30 25 1.000 Nan 1.000 1.000 <em>DS9</em> 500 .9412 .6333 .8136 .8272 DS20 25 .8696 .5417 .6452 .7021,False,2016SPIE.9857E..0HK,,,Compressive Sensing V: From Diverse Modalities to Big Data Analytics,2016SPIE.9857E..0HK|10.1117/12.2227142|10.1117/12.2227142,10.1117/12.2227142,2016,2016-05-00,"Kelsey, Malia",Dictionary learning and sparse recovery for electrodermal activity analysis
3763,DS9,SAOImage DS9,0,"such as QFitsView [43] and SAOImage <em>DS9</em> [29]. We also gave short tutorials regarding our proposed techniques Joye, W., Mandel, E.: New features of SAOImage <em>DS9.</em> In: Astronomical data analysis software and systems",False,2017arXiv170404561R,,,arXiv e-prints,2017arXiv170404561R|arXiv:1704.04561,,2017,2017-04-00,"Rosen, Paul",Using Contour Trees in the Analysis and Visualization of Radio Astronomy Data Cubes
3764,DS9,SAOImage DS9,0,the fluxes of EGOs within the GLIMPSE image archive. The region feature of the SAOImage <em>DS9</em> fits viewer The <em>DS9</em> funtools plugin (http:&#x2F;&#x2F;www.cfa.harvard.edu&#x2F; john&#x2F;funtools&#x2F;ds9.html) allows us to integrate,True,2013MNRAS.430..808G,2012arXiv1212.1784G|2013MNRAS.tmp..626G,UKIRT,Monthly Notices of the Royal Astronomical Society,2012arXiv1212.1784G|2013MNRAS.tmp..626G|2013MNRAS.430..808G|10.1093/mnras/sts523|arXiv:1212.1784|10.1093/mnras/sts523|2013MNRAS.tmp..626G|2012arXiv1212.1784G,10.1093/mnras/sts523,2013,2013-04-00,"Gallaway, M.",The mid-infrared environments of 6.7 GHz methanol masers from the Methanol Multi-Beam Survey
3765,DS9,SAOImage DS9,0,#ERROR!,False,2000CQGra..17..305K,2000hep.th....4161K,,Classical and Quantum Gravity,2000hep.th....4161K|2000CQGra..17..305K|10.1088/0264-9381/17/2/303|10.1088/0264-9381/17/2/303|arXiv:hep-th/0004161|2000hep.th....4161K,10.1088/0264-9381/17/2/303,2000,2000-01-00,"Klishevich, Vladimir V.",On the existence of the second Dirac operator in Riemannian space
3766,DS9,SAOImage DS9,0,within <em>DS9</em> using a projection region of 2.5 width along the jet. Fig. 6. VLA 1.4 and 4.9 GHz images were extracted assuming the same box region for the radio 8.5 GHz and Xhyphenray (0.37 keV) data (using <em>DS9</em>,True,2007ApJ...657..145S,2006astro.ph.11406S,Chandra|CfA,The Astrophysical Journal,2006astro.ph.11406S|10.1086/510898|2007ApJ...657..145S|2006astro.ph.11406S|arXiv:astro-ph/0611406|10.1086/510898,10.1086/510898,2007,2007-03-00,"Siemiginowska, Aneta","The 300 kpc Long X-Ray Jet in PKS 1127-145, z = 1.18 Quasar: Constraining X-Ray Emission Models"
3767,DS9,SAOImage DS9,0,"class, which allows controlling SAOImage <em>DS9</em> windows (based on the interface to SAOImage <em>DS9</em> through XPA",True,2017AJ....154....7G,2017arXiv170506184G,,The Astronomical Journal,2017arXiv170506184G|2017AJ....154....7G|10.3847/1538-3881/aa73d7|10.3847/1538-3881/aa73d7|2017arXiv170506184G|arXiv:1705.06184,10.3847/1538-3881/aa73d7,2017,2017-07-00,"Gomez Gonzalez, Carlos Alberto",VIP: Vortex Image Processing Package for High-contrast Direct Imaging
3768,DS9,SAOImage DS9,0,"of 3. 4.5 Handling the masks in the HSC pipeline In practice, the masks are recorded in <em>DS9</em> region <em>(DS9</em> or FITS type) and a catalogue of objects to: create a pixelized mask,find objects inside",True,2018PASJ...70S...7C,2017arXiv170500622C,Subaru,Publications of the Astronomical Society of Japan,2017arXiv170500622C|2018PASJ...70S...7C|10.1093/pasj/psx047|arXiv:1705.00622|10.1093/pasj/psx047|2017arXiv170500622C,10.1093/pasj/psx047,2018,2018-01-00,"Coupon, Jean",The bright-star masks for the HSC-SSP survey
3769,DS9,SAOImage DS9,0,"was created using SAOImage <em>DS9</em> (Joye Mandel 2003). 3.2. Spatial Homogeneity In this section, grayhyphenscale). This figure was created using SAOImage <em>DS9</em> (Joye Mandel 2003). 4.1.1. Kinematics of the Stem",True,2007ApJ...671.1820M,2007arXiv0709.0523M,CfA,The Astrophysical Journal,2007arXiv0709.0523M|2007ApJ...671.1820M|10.1086/523265|2007arXiv0709.0523M|10.1086/523265|arXiv:0709.0523,10.1086/523265,2007,2007-12-00,"Muench, August A.",The Nature of the Dense Core Population in the Pipe Nebula: Core and Cloud Kinematics from C<SUP>18</SUP>O Observations
3770,DS9,SAOImage DS9,0,"images created (see Sect. 3.1), we used the SAOImage <em>DS9</em> (Joye Mandel 2003) tool. profited from the use of different colour maps and scalings (in SAOImage <em>DS9).</em> Our automated procedure",True,2015A&A...581A..39S,2015arXiv150702125S,,Astronomy and Astrophysics,2015arXiv150702125S|2015A&A...581A..39S|10.1051/0004-6361/201526312|10.1051/0004-6361/201526312|2015arXiv150702125S|arXiv:1507.02125,10.1051/0004-6361/201526312,2015,2015-09-00,"Scholz, R. -D.",Global survey of star clusters in the Milky Way. IV. 63 new open clusters detected by proper motions
3771,DS9,SAOImage DS9,0,"The description of the artificial data sets Data Sets (DS) DS1 DS2 DS3 DS4 DS5 DS6 DS7 DS8 <em>DS9</em> DS10 DS11 DS12 algorithm, and SSynC algorithm. The experiments of <em>DS9</em> – DS12 can not operated efficiently in our computer",True,2014arXiv1411.0189C,,,arXiv e-prints,2014arXiv1411.0189C|arXiv:1411.0189,,2014,2014-11-00,"Chen, Xinquan",Synchronization Clustering based on a Linearized Version of Vicsek model
3772,DS9,SAOImage DS9,0,"and visualized by using the Interactive Data Language (IDL) and SAOImage <em>DS9.</em> During the NOSTAR phase, This research made use of SAOImage <em>DS9,</em> developed by Smithsonian Astrophysical Observatory. References Aalto,",True,2013PASJ...65...66S,,,Publications of the Astronomical Society of Japan,2013PASJ...65...66S|10.1093/pasj/65.3.66|10.1093/pasj/65.3.66,10.1093/pasj/65.3.66,2013,2013-06-00,"Salak, Dragan",Large-Field CO(J = 1→0) Observations of the Starburst Galaxy M 82
3773,DS9,SAOImage DS9,0,"other coverage gaps.We used measurement tools integrated into the SAOImage <em>DS9</em> software suite (Joye and Mandel, and Mandel, 2003Joye, W.A., Mandel, E., 2003. New features of SAOImage <em>DS9.</em> In: Payne, H.E., Jedrzejewski,",True,2013Icar..223..832C,2013arXiv1302.0277C,,Icarus,2013arXiv1302.0277C|2013Icar..223..832C|10.1016/j.icarus.2013.02.001|2013arXiv1302.0277C|arXiv:1302.0277|10.1016/j.icarus.2013.02.001,10.1016/j.icarus.2013.02.001,2013,2013-04-00,"Choi, David S.",Meteorology of Jupiter's equatorial hot spots and plumes from Cassini
3774,DS9,SAOImage DS9,0,"Extended sources The aperture photometry of extended sources is carried out using the <em>DS9</em>&#x2F;Funtools program galaxies, aperture photometry on elliptical regions is performed using the Funcnts <em>DS9</em>&#x2F;Funtools task.",False,2012A&A...543A.161C,2012arXiv1204.4726C,Herschel,Astronomy and Astrophysics,2012arXiv1204.4726C|2012A&A...543A.161C|10.1051/0004-6361/201219216|arXiv:1204.4726|10.1051/0004-6361/201219216|2012arXiv1204.4726C,10.1051/0004-6361/201219216,2012,2012-07-00,"Ciesla, L.",Submillimetre photometry of 323 nearby galaxies from the Herschel Reference Survey
3775,DS9,SAOImage DS9,0,"“Sisko”, and “<em>DS9</em>.” These latter signals should serve as a reminder that the word distributions in library snd Gr. Belgarath 35 Riker Kahlan n. Torka Sisko <em>DS9</em> Sedai Worf Internet Haplo Aes Nynaeve Gender",False,2015arXiv150303512P,,,arXiv e-prints,2015arXiv150303512P|arXiv:1503.03512,,2015,2015-03-00,"Pechenick, Eitan Adam",Is language evolution grinding to a halt? The scaling of lexical turbulence in English fiction suggests it is not
3776,DS9,SAOImage DS9,0,of images by eye in SAOImage <em>DS9</em> to determine which features could be identified at both epochs. The more the brightness transform within <em>DS9</em> to get a comparable contrast between the two epochs for each feature.,False,2007AJ....133.2716H,2007astro.ph..2717H,HST,The Astronomical Journal,2007astro.ph..2717H|2007AJ....133.2716H|10.1086/517609|2007astro.ph..2717H|arXiv:astro-ph/0702717|10.1086/517609,10.1086/517609,2007,2007-06-00,"Humphreys, Roberta M.",The Three-Dimensional Morphology of VY Canis Majoris. I. The Kinematics of the Ejecta
3777,DS9,SAOImage DS9,0,(Fig. 2) and the RGB image (Fig. 3) were additionally smoothed in <em>DS9</em> (Joye Mandel 2003) These maps were smoothed in <em>DS9</em> using a kernel radius of 2 pixels to enhance the contrast between source,True,2008ApJ...685..919T,2008arXiv0806.1527T,Chandra|Spitzer|HST|CfA,The Astrophysical Journal,2008arXiv0806.1527T|2008ApJ...685..919T|10.1086/591019|10.1086/591019|arXiv:0806.1527|2008arXiv0806.1527T,10.1086/591019,2008,2008-10-00,"Tüllmann, Ralph",The Chandra ACIS Survey of M33 (ChASeM33): Investigating the Hot Ionized Medium in NGC 604
