,Alias,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate_Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub_Year,Pub_Date,Author,Title
5570,harvard.edu/software/wcstools,WCSTools,0,is at <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> Acknowledgments. This publication makes use of data products from the Two,False,2003ASPC..295...51M,2003adass..12...51M,CfA,Astronomical Data Analysis Software and Systems XII,2003adass..12...51M|2003ASPC..295...51M|2003adass..12...51M,,2003,2003-00-00,"Mink, D. J.",Federating Catalogs and Interfacing Them with Archives: A VO Prototype
5571,harvard.edu/software/wcstools,WCSTools,0,"Software and Systems V, ccl. G. H. Jacoby &amp; J. Barnes (San Francisco: ASP), 536 1http:&#x2F;&#x2F;tdc-www.<em>harvard.edu&#x2F;software&#x2F;wcstools</em>",True,1997ASPC..125..249M,1997adass...6..249M,CfA,Astronomical Data Analysis Software and Systems VI,1997adass...6..249M|1997ASPC..125..249M|1997adass...6..249M,,1997,1997-00-00,"Mink, Douglas J.",WCSTools: Image World Coordinate System Utilities
5572,harvard.edu/software/wcstools,WCSTools,0,are available at http:&#x2F;&#x2F;tdc-www. <em>harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> Acknowledgments. I would like to thank all of the people,False,2014ASPC..485..231M,2014adass..23..231M,,Astronomical Data Analysis Software and Systems XXIII,2014adass..23..231M|2014ASPC..485..231M|2014adass..23..231M,,2014,2014-05-00,"Mink, J.","WCSTools: Catalogs, Headers, and FITS Files, Oh My!"
5573,harvard.edu/software/wcstools,WCSTools,0,of Technology and the Jet Propulsion Laboratory. 5 http:&#x2F;&#x2F;www.ipac.caltech.edu&#x2F;Skyview&#x2F; 6 http:&#x2F;&#x2F;tdc-www.<em>harvard.edu&#x2F;software&#x2F;wcstools</em>,False,2005ASPC..347..491S,2005adass..14..491S,,Astronomical Data Analysis Software and Systems XIV,2005adass..14..491S|2005ASPC..347..491S|2005adass..14..491S,,2005,2005-12-00,"Shupe, D. L.",The SIP Convention for Representing Distortion in FITS Image Headers
5574,harvard.edu/software/wcstools,WCSTools,0,better than ≃ 0.01◦ . 2 3 http:&#x2F;&#x2F;www.aerith.net&#x2F;misao&#x2F;pixy1&#x2F; <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;imwcs&#x2F;</em>,False,2002astro.ph.10627T,,,arXiv e-prints,2002astro.ph.10627T|arXiv:astro-ph/0210627,,2002,2002-10-00,"Torii, Ken'ichi",The radiant of the Leonids meteor storm in 2001
5575,harvard.edu/software/wcstools,WCSTools,0,<em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> Proc. of SPIE Vol. 8444 84444E-8,False,2012SPIE.8444E..4ED,,,Ground-based and Airborne Telescopes IV,2012SPIE.8444E..4ED|10.1117/12.926013|10.1117/12.926013,10.1117/12.926013,2012,2012-09-00,"Di Rico, G.",Upgrading the TNT Telescope: remote observing and future perspectives
5576,harvard.edu/software/wcstools,WCSTools,0,"<em>http:&#x2F;&#x2F;tdcwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> 3 σavg (R−I)=0.038, σavg (CaH−r)=0.054. Due to the fact that SARA data for this program",True,2008JSARA...2....2M,,,Journal of the Southeastern Association for Research in Astronomy,2008JSARA...2....2M,,2008,2008-05-00,"Mace, G. N.",The Luminosity Function of M Dwarf Stars in Selected Area 109
5577,harvard.edu/software/wcstools,WCSTools,0,than that on February 25. 1 2 3 WCSTools are available at <em>hhttp:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;</em> <em>wcstools&#x2F;i.</em> USNO,False,2008PASJ...60..285Y,,Subaru,Publications of the Astronomical Society of Japan,2008PASJ...60..285Y|10.1093/pasj/60.2.285|10.1093/pasj/60.2.285,10.1093/pasj/60.2.285,2008,2008-04-00,"Yamamoto, Naotaka",A Deep Sky Survey of Edgeworth Kuiper Belt Objects with an Improved Shift-and-Add Method
5578,harvard.edu/software/wcstools,WCSTools,0,can be found at <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> 6 This calculator can be found at http:&#x2F;&#x2F;www,False,2005ApJ...630..228K,2005astro.ph..5260K,XMM|Gemini|Chandra|CfA,The Astrophysical Journal,2005astro.ph..5260K|10.1086/431784|2005ApJ...630..228K|arXiv:astro-ph/0505260|10.1086/431784|2005astro.ph..5260K,10.1086/431784,2005,2005-09-00,"Krauss, M. I.",M74 X-1 (CXOU J013651.1+154547): An Extremely Variable Ultraluminous X-Ray Source
5579,harvard.edu/software/wcstools,WCSTools,0,See http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;catalogs&#x2F;ua2.html. 6 Available from <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools.</em> 4. MODELS FOR THE RADIO,False,2004ApJ...606..853H,2004astro.ph..1394H,HST,The Astrophysical Journal,2004astro.ph..1394H|10.1086/383084|2004ApJ...606..853H|10.1086/383084|arXiv:astro-ph/0401394|2004astro.ph..1394H,10.1086/383084,2004,2004-05-00,"Hunt, Leslie K.",The Radio Continuum of the Metal-deficient Blue Compact Dwarf Galaxy SBS 0335-052
5580,harvard.edu/software/wcstools,WCSTools,0,<em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;index.html.</em> Page: 5 Notes on the data analysis in high-energy astrophysics 2 Instruments,False,2009arXiv0910.2156F,,,arXiv e-prints,2009arXiv0910.2156F|arXiv:0910.2156,,2009,2009-10-00,"Foschini, Luigi",Notes on the data analysis in high-energy astrophysics
5581,harvard.edu/software/wcstools,WCSTools,0,"See <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> 4. RESULTS 4.1. Source Extraction and Photometry Prior to the source detection,",False,2003AJ....125.1537T,2002astro.ph.11521T,,The Astronomical Journal,2002astro.ph.11521T|2003AJ....125.1537T|10.1086/346277|10.1086/346277|2002astro.ph.11521T|arXiv:astro-ph/0211521,10.1086/346277,2003,2003-03-00,"Tsujimoto, Masahiro",Deep Near-Infrared Observations and Identifications of Chandra Sources in Orion Molecular Clouds 2 and 3
5582,harvard.edu/software/wcstools,WCSTools,0,was done using the imwcs task of WCSTools1616Package available at <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> (Mink,True,2010AJ....139.2026M,2010arXiv1003.2526M,CfA,The Astronomical Journal,2010arXiv1003.2526M|2010AJ....139.2026M|10.1088/0004-6256/139/5/2026|10.1088/0004-6256/139/5/2026|2010arXiv1003.2526M|arXiv:1003.2526,10.1088/0004-6256/139/5/2026,2010,2010-05-00,"Mondal, S.",The Taiwanese-American Occultation Survey Project Stellar Variability. II. Detection of 15 Variable Stars
5583,harvard.edu/software/wcstools,WCSTools,0,See http:&#x2F;&#x2F;ssc.spitzer.caltech.edu&#x2F;irac&#x2F;dh&#x2F;iracdatahandbook3.0.pdf. 6 See <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> 7,False,2007ApJ...664..850M,2007arXiv0704.3026M,Spitzer|CfA,The Astrophysical Journal,2007arXiv0704.3026M|10.1086/519068|2007ApJ...664..850M|2007arXiv0704.3026M|10.1086/519068|arXiv:0704.3026,10.1086/519068,2007,2007-08-00,"McQuinn, K. B. W.",The M33 Variable Star Population Revealed by Spitzer
5584,harvard.edu/software/wcstools,WCSTools,0,using <em>WCSTools44http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> and the Two Micron All Sky Survey (2MASS) catalog. 2.3.Photometry We searched for star,True,2010ApJ...710..583C,2009arXiv0911.4888C,ESO/Telescopes,The Astrophysical Journal,2009arXiv0911.4888C|2010ApJ...710..583C|10.1088/0004-637X/710/1/583|arXiv:0911.4888|2009arXiv0911.4888C|10.1088/0004-637X/710/1/583,10.1088/0004-637X/710/1/583,2010,2010-02-00,"Chavarría, L.",Four Highly Luminous Massive Star-forming Regions in the Norma Spiral Arm. II. Deep Near-infrared Imaging
5585,harvard.edu/software/wcstools,WCSTools,0,3 The WCSTools package is available at CfA at <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools.</em>,False,2008ApJ...681..290S,2008arXiv0804.0543S,HST,The Astrophysical Journal,2008arXiv0804.0543S|10.1086/588722|2008ApJ...681..290S|2008arXiv0804.0543S|10.1086/588722|arXiv:0804.0543,10.1086/588722,2008,2008-07-00,"Schmalzl, Markus",The Initial Mass Function of the Stellar Association NGC 602 in the Small Magellanic Cloud with Hubble Space Telescope ACS Observations
5586,harvard.edu/software/wcstools,WCSTools,0,4 Available at <em>http:&#x2F;&#x2F;tdc-www.cfa.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> 3.2. Photometry,False,2007ApJ...662..294O,2007astro.ph..3388O,,The Astrophysical Journal,2007astro.ph..3388O|2007ApJ...662..294O|10.1086/517962|10.1086/517962|arXiv:astro-ph/0703388|2007astro.ph..3388O,10.1086/517962,2007,2007-06-00,"Ovaldsen, J. -E.",A Search for Host Galaxies of 24 Gamma-Ray Bursts
5587,harvard.edu/software/wcstools,WCSTools,0,"See <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools.</em> 2.2. 2MASS Since sources brighter than mag are saturated in our IRSF data, we made use",False,2007ApJ...667..963S,2007arXiv0706.1834S,Chandra,The Astrophysical Journal,2007arXiv0706.1834S|2007ApJ...667..963S|10.1086/521044|2007arXiv0706.1834S|arXiv:0706.1834|10.1086/521044,10.1086/521044,2007,2007-10-00,"Sanchawala, Kaushar",Near-Infrared Study of the Carina Nebula
5588,harvard.edu/software/wcstools,WCSTools,0,and source code are available at <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools.</em> 3. ANALYSIS Figure 2,False,2004AJ....128.2316S,2004astro.ph.10244S,CfA,The Astronomical Journal,2004astro.ph.10244S|2004AJ....128.2316S|10.1086/424863|10.1086/424863|arXiv:astro-ph/0410244|2004astro.ph.10244S,10.1086/424863,2004,2004-11-00,"Sherry, W. H.",Photometric Identification of the Low-Mass Population of Orion OB1b. I. The σ Orionis Cluster
5589,harvard.edu/software/wcstools,WCSTools,0,.csiro.au&#x2F;computing&#x2F;software&#x2F;karma 7 http:&#x2F;&#x2F;terapix.iap.fr 8 http:&#x2F;&#x2F;tdc-www.<em>harvard.edu&#x2F;software&#x2F;wcstools</em>&#x2F;imwcs – 17 – Fig. 7,False,2008arXiv0805.0168H,,,arXiv e-prints,2008arXiv0805.0168H|arXiv:0805.0168,,2008,2008-05-00,"Hernandez, O.",GH $\alpha$ FaS : Galaxy H-alpha Fabry-Perot System for the WHT
5590,harvard.edu/software/wcstools,WCSTools,0,"and <em>wcstools.1717http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> In order to eliminate the effects of field rotation and distortion, we performed astrometry",False,2011AJ....142....2F,2011arXiv1103.3660F,NOAO,The Astronomical Journal,2011arXiv1103.3660F|2011AJ....142....2F|10.1088/0004-6256/142/1/2|10.1088/0004-6256/142/1/2|2011arXiv1103.3660F|arXiv:1103.3660,10.1088/0004-6256/142/1/2,2011,2011-07-00,"Feldmeier, John J.",The Burrell-Optical-Kepler-Survey (BOKS). I. Survey Description and Initial Results
5591,harvard.edu/software/wcstools,WCSTools,0,)cat + <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> ∆λ(Å) 250 (1.06 ± 0.01) · (v − b)cat + (0.012 ± 0.018) · c1cat 2 λ0 (Å) 200 (0.95 ± 0.01),True,2016arXiv161205181M,,,arXiv e-prints,2016arXiv161205181M|arXiv:1612.05181,,2016,2016-12-00,"Monguió, M.","The young open cluster NGC 7067 using Str\""omgren photometry"
5592,harvard.edu/software/wcstools,WCSTools,0,calibration using the WCSTools package.55http:&#x2F;&#x2F;tdc-www.<em>harvard.edu&#x2F;software&#x2F;wcstools</em>,False,2011ApJS..193...26P,,NOAO|HST,The Astrophysical Journal Supplement Series,10.1088/0067-0049/193/2/26|2011ApJS..193...26P|10.1088/0067-0049/193/2/26,10.1088/0067-0049/193/2/26,2011,2011-04-00,"Pellerin, Anne",The M 33 Synoptic Stellar Survey. I. Cepheid Variables
5593,harvard.edu/software/wcstools,WCSTools,0,"in <em>WCSTools.1212http:&#x2F;&#x2F;tdc-www.cfa.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> The absolute astrometric position of the afterglow in the PAIRITEL image, as determined",False,2009ApJ...701.1605P,2009arXiv0902.3661P,Keck|Magellan|HST,The Astrophysical Journal,2009arXiv0902.3661P|10.1088/0004-637X/701/2/1605|2009ApJ...701.1605P|arXiv:0902.3661|2009arXiv0902.3661P|10.1088/0004-637X/701/2/1605,10.1088/0004-637X/701/2/1605,2009,2009-08-00,"Pollack, L. K.",An Imaging and Spectroscopic Study of Four Strong Mg II Absorbers Revealed by GRB 060418
5594,harvard.edu/software/wcstools,WCSTools,0,<em>(tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;)</em> first determines an approximate world coordinate system (WCS) for the plate. This determines,True,2010AJ....140.1062L,,CfA,The Astronomical Journal,2010AJ....140.1062L|10.1088/0004-6256/140/4/1062|10.1088/0004-6256/140/4/1062,10.1088/0004-6256/140/4/1062,2010,2010-10-00,"Laycock, S.",Digital Access to a Sky Century at Harvard: Initial Photometry and Astrometry
5595,harvard.edu/software/wcstools,WCSTools,0,<em>(tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;)</em> first determines an approximate world coordintate system (WCS) for the plate. This determines,True,2008arXiv0811.2005L,,,arXiv e-prints,2008arXiv0811.2005L|arXiv:0811.2005,,2008,2008-11-00,"Laycock, S.",Digital Access to a Sky Century at Harvard. II: Initial Photometry and Astrometry
5596,harvard.edu/software/wcstools,WCSTools,0,are available at <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> (Mink 1997) to determine the astrometric solution of each image. It fits the pixel coordinates,True,2011AJ....142...25R,2011arXiv1105.1180R,NOAO|Spitzer,The Astronomical Journal,2011arXiv1105.1180R|10.1088/0004-6256/142/1/25|2011AJ....142...25R|2011arXiv1105.1180R|arXiv:1105.1180|10.1088/0004-6256/142/1/25,10.1088/0004-6256/142/1/25,2011,2011-07-00,"Rebull, L. M.",New Young Star Candidates in CG4 and Sa101
5597,harvard.edu/software/wcstools,WCSTools,0,"is available at <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> developed by Doug Mink at CfA. Because this package works on images, it was necessary to select",False,2009AJ....137.4339C,,,The Astronomical Journal,10.1088/0004-6256/137/5/4339|2009AJ....137.4339C|10.1088/0004-6256/137/5/4339,10.1088/0004-6256/137/5/4339,2009,2009-05-00,"Costa, Edgardo",The Proper Motion of the Magellanic Clouds. I. First Results and Description of the Program
5598,harvard.edu/software/wcstools,WCSTools,0,:&#x2F;&#x2F;tdc-www.<em>harvard.edu&#x2F;software&#x2F;wcstools</em>&#x2F;index.html All Tables Table 1: Spectral fits of the X,False,2010A&A...513A..16H,2009arXiv0912.1148H,Chandra|HST|CfA,Astronomy and Astrophysics,2009arXiv0912.1148H|2010A&A...513A..16H|10.1051/0004-6361/200811245|2009arXiv0912.1148H|10.1051/0004-6361/200811245|arXiv:0912.1148,10.1051/0004-6361/200811245,2010,2010-04-00,"Huang, R. H. H.",Study of Hubble Space Telescope counterparts to Chandra X-ray sources in the globular cluster M 71
5599,harvard.edu/software/wcstools,WCSTools,0,"from the WCSTools library, <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.;</em> the standard deviations of the plate",False,2010AJ....140..897R,2010arXiv1008.0648R,NOAO,The Astronomical Journal,2010arXiv1008.0648R|2010AJ....140..897R|10.1088/0004-6256/140/3/897|arXiv:1008.0648|2010arXiv1008.0648R|10.1088/0004-6256/140/3/897,10.1088/0004-6256/140/3/897,2010,2010-09-00,"Riedel, Adric R.",The Solar Neighborhood. XXII. Parallax Results from the CTIOPI 0.9 m Program: Trigonometric Parallaxes of 64 Nearby Systems with 0farcs5 &lt;=μ&lt;= 1farcs0 yr<SUP>-1</SUP> (SLOWMO Sample)
5600,harvard.edu/software/wcstools,WCSTools,0,is available at <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> 4.2. Differential Color Refraction Corrections DCR corrections are required because the pi,False,2005AJ....129.1954J,2005astro.ph..2167J,NOAO,The Astronomical Journal,2005astro.ph..2167J|2005AJ....129.1954J|10.1086/428489|10.1086/428489|arXiv:astro-ph/0502167|2005astro.ph..2167J,10.1086/428489,2005,2005-04-00,"Jao, Wei-Chun","The Solar Neighborhood. XIII. Parallax Results from the CTIOPI 0.9 Meter Program: Stars with μ &gt;= 1.0"" yr<SUP>-1</SUP> (MOTION Sample)"
5601,harvard.edu/software/wcstools,WCSTools,0,Setting Program imwcs77http:&#x2F;&#x2F;tdc-www.<em>harvard.edu&#x2F;software&#x2F;wcstools</em>&#x2F;imwcs&#x2F;index.html version 3.6.8.,False,2011ApJS..193...28P,2011arXiv1103.1890P,,The Astrophysical Journal Supplement Series,2011arXiv1103.1890P|10.1088/0067-0049/193/2/28|2011ApJS..193...28P|10.1088/0067-0049/193/2/28|arXiv:1103.1890|2011arXiv1103.1890P,10.1088/0067-0049/193/2/28,2011,2011-04-00,"Prochaska, J. Xavier",Probing the IGM/Galaxy Connection. IV. The LCO/WFCCD Galaxy Survey of 20 Fields Surrounding UV-bright Quasars
5602,harvard.edu/software/wcstools,WCSTools,0,&#x2F;people&#x2F;mcalabre&#x2F;WCS&#x2F;index.ht See also the web site with libraries and tools for WCS: <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;index.html.</em>,False,2017arXiv170305575F,,,arXiv e-prints,2017arXiv170305575F|arXiv:1703.05575,,2017,2017-03-00,"Foschini, Luigi",Yet another introduction to relativistic astrophysics
5603,harvard.edu/software/wcstools,WCSTools,0,nan,False,2008PhDT.......116F,2008arXiv0806.0861F,XMM,Ph.D. Thesis,2008arXiv0806.0861F|2008PhDT.......116F|arXiv:0806.0861|2008arXiv0806.0861F,,2008,2008-06-00,"Fassbender, Rene",Studying Cosmic Evolution with the XMM-Newton Distant Cluster Project: X-ray Luminous Galaxy Clusters at z&gt;~1 and their Galaxy Populations
5604,WCS Tools,WCSTools,0,is done by <em>WCS-Tools</em> using the USNO-A2 catalog. The algorithms used to analyse the lightcurves are mainly,False,2009IAUS..253..340E,2008arXiv0807.4844E,,Transiting Planets,2008arXiv0807.4844E|2009IAUS..253..340E|10.1017/S1743921308026598|arXiv:0807.4844|2008arXiv0807.4844E|10.1017/S1743921308026598,10.1017/S1743921308026598,2009,2009-02-00,"Eigmüller, Philipp",TEST The Tautenburg Exoplanet Search Telescope
5605,WCS Tools,WCSTools,0,"like subregion extraction, mosaicking, and remapping using the Montage (Laity et al. 2005) and <em>WCS</em> <em>Tools</em> (Mink",True,2011ASPC..442..219M,2011adass..20..219M,,Astronomical Data Analysis Software and Systems XX,2011adass..20..219M|2011ASPC..442..219M|2011adass..20..219M,,2011,2011-07-00,"Mahadevan, V.",A Distributed Datacube Analysis Service for Radio Telescopes
5606,WCS Tools,WCSTools,0,using IRAF and a script which uses <em>WCS</em> <em>tools</em> and Astrometry.net to carry out differential photometry,False,2015ASInC..12..101B,,,Astronomical Society of India Conference Series,2015ASInC..12..101B,,2015,2015-00-00,"Baliyan, K. S.",Study of AGNs using Blazar Variability as a tool
5607,WCS Tools,WCSTools,0,• NICMOS SAAC1ean: Victoria Laidler • PySPV: Ivo Busko • TFIT: Victoria Laidler • Public Release <em>WCS</em> <em>tool:</em> Philip Hodge,False,2006hstc.conf..437G,,,The 2005 HST Calibration Workshop: Hubble After the Transition to Two-Gyro Mode,2006hstc.conf..437G,,2006,2006-01-00,"Greenfield, P.",Where Will PyRAF Lead Us? The Future of Data Analysis Software at STScI
5608,WCS Tools,WCSTools,0,including the FITS library and <em>WCS</em> <em>tools.</em> The distribution also includes modules for installing Montage,False,2007ASPC..382..179B,,,The National Virtual Observatory: Tools and Techniques for Astronomical Research,2007ASPC..382..179B,,2007,2007-00-00,"Berriman, G. B.",Chapter 19: Web-based Tools - Montage: An Astronomical Image Mosaic Engine
5609,WCS Tools,WCSTools,0,<em>tools.</em> The weather conditions during these imaging observations were poor. The characteristics the coordinate information into the fits header of the individual images with world coordinate system <em>(WCS)</em>,True,2012MNRAS.427.1168S,2012arXiv1208.5990S,XMM,Monthly Notices of the Royal Astronomical Society,2012arXiv1208.5990S|2012MNRAS.427.1168S|10.1111/j.1365-2966.2012.22015.x|10.1111/j.1365-2966.2012.22015.x|arXiv:1208.5990|2012arXiv1208.5990S,10.1111/j.1365-2966.2012.22015.x,2012,2012-12-00,"Sezer, A.",The first optical light from the supernova remnant G182.4+4.3 located in the Galactic anticentre region
5610,WCS Tools,WCSTools,0,to a common plate scale of 10pixel1 using the <em>WCS</em> <em>tools</em> programremap to a common plate scale of 10pixel1 using the <em>WCS</em> <em>tools</em> program remap,False,2012ApJ...755..165M,2012arXiv1206.2989M,Herschel|Spitzer,The Astrophysical Journal,2012arXiv1206.2989M|10.1088/0004-637X/755/2/165|2012ApJ...755..165M|2012arXiv1206.2989M|arXiv:1206.2989|10.1088/0004-637X/755/2/165,10.1088/0004-637X/755/2/165,2012,2012-08-00,"Mentuch Cooper, Erin","Spatially Resolved Stellar, Dust, and Gas Properties of the Post-interacting Whirlpool Galaxy System"
5611,WCS Tools,WCSTools,0,and then with a more precise and spatially dependent solution using <em>WCS</em> <em>tools</em> (Mink 2006) followed by higher order,True,2009ASPC..410..101G,,CfA,Preserving Astronomy's Photographic Legacy: Current State and the Future of North American Astronomical Plates,2009ASPC..410..101G,,2009,2009-08-00,"Grindlay, J.",DASCH to Measure (and preserve) the Harvard Plates: Opening the ̃100-year Time Domain Astronomy Window
5612,WCS Tools,WCSTools,0,"If the astrometric fit is successful, the transformation from pixel to sky coordinates is performed with the <em>WCS</em> <em>tool</em> xy2sky 3.5.7 (Mink 2002), based on the results of the astrometric fit. A typical value",True,2006PASP..118..288G,2005astro.ph.11032G,,Publications of the Astronomical Society of the Pacific,2005astro.ph.11032G|2006PASP..118..288G|10.1086/499289|10.1086/499289|arXiv:astro-ph/0511032|2005astro.ph.11032G,10.1086/499289,2006,2006-02-00,"Guidorzi, C.",The Automatic Real-Time Gamma-Ray Burst Pipeline of the 2 m Liverpool Telescope
5613,WCS Tools,WCSTools,0,"to the same projection, coordinate frame, and geometry using AIPS tools. The co-alignment was done using the <em>WCS</em> <em>tools</em>",False,2017ApJ...840...82D,2017arXiv170402968D,XMM|Chandra|ALMA|HST|Spitzer,The Astrophysical Journal,2017arXiv170402968D|2017ApJ...840...82D|10.3847/1538-4357/aa6983|2017arXiv170402968D|arXiv:1704.02968|10.3847/1538-4357/aa6983,10.3847/1538-4357/aa6983,2017,2017-05-00,"Dubner, G.","Morphological Properties of the Crab Nebula: A Detailed Multiwavelength Study Based on New VLA, HST, Chandra, and XMM-Newton Images"
5614,WCS Tools,WCSTools,0,orthographic projection to a zenithal equal area projection (using standard miriad <em>WCS</em> <em>tools)</em> conserves,True,2014PASA...31...45H,2014arXiv1410.0790H,CfA,Publications of the Astronomical Society of Australia,2014arXiv1410.0790H|2014PASA...31...45H|10.1017/pasa.2014.40|10.1017/pasa.2014.40|2014arXiv1410.0790H|arXiv:1410.0790,10.1017/pasa.2014.40,2014,2014-11-00,"Hurley-Walker, Natasha",The Murchison Widefield Array Commissioning Survey: A Low-Frequency Catalogue of 14 110 Compact Radio Sources over 6 100 Square Degrees
5615,WCS Tools,WCSTools,0,"Coordinate Systems <em>(WCS)</em> <em>Tools</em> (ver. 3.7.2). We transformed the ( X,Y ) coordinates of the stars",True,2010A&A...515A..56G,2009arXiv0909.1027G,ESO/Telescopes|Spitzer,Astronomy and Astrophysics,2009arXiv0909.1027G|2010A&A...515A..56G|10.1051/0004-6361/200912226|2009arXiv0909.1027G|arXiv:0909.1027|10.1051/0004-6361/200912226,10.1051/0004-6361/200912226,2010,2010-06-00,"Gouliermis, D. A.",Recent star formation at low metallicities. The star-forming region NGC 346/N66 in the Small Magellanic Cloud from near-infrared VLT/ISAAC observations
5616,WCSTools,WCSTools,0,"Gabriel, C. Arviset, D. Ponz and E. Solano, eds. <em>WCSTools</em> 4.0: Building Astrometry and Catalogs into Pipelines Douglas Mink Smithsonian Astrophysical Observatory Abstract. The <em>WCSTools</em> package was originally will be presented along with descriptions of several other feature. 1. Introduction The <em>WCSTools</em> package was originally created to add Over the past several years, Calabretta has rewritten his subroutines, but <em>WCSTools</em> has continued",False,2006ASPC..351..204M,2006adass..15..204M,,Astronomical Data Analysis Software and Systems XV,2006adass..15..204M|2006ASPC..351..204M|2006adass..15..204M,,2006,2006-07-00,"Mink, D.",WCSTools 4.0: Building Astrometry and Catalogs into Pipelines
5617,WCSTools,WCSTools,0,"and P. Forshay, eds. c 2014 Astronomical Society of the Pacific <em>WCSTools:</em> Catalogs, Headers, and FITS Abstract. <em>WCSTools</em> is a package of tasks written in very portable C, the main purpose of which is to assign History The <em>WCSTools</em> subroutine library (Mink 2006) was originally written to interpret world coordinate but have not really been described until now. 2. Updates Since the last published description of <em>WCSTools</em> (Mink 2006),",True,2014ASPC..485..231M,2014adass..23..231M,,Astronomical Data Analysis Software and Systems XXIII,2014adass..23..231M|2014ASPC..485..231M|2014adass..23..231M,,2014,2014-05-00,"Mink, J.","WCSTools: Catalogs, Headers, and FITS Files, Oh My!"
5618,WCSTools,WCSTools,0,"A. Bohlender, D. Durand, and T. H. Handley eds. <em>WCSTools</em> 3.0: More Tools for Image Astrometry and Catalog 02138, USA Abstract. For five years, <em>WCSTools</em> has provided image astrometry for astronomers to another search. 1. Introduction <em>WCSTools</em> is a suite of programs for manipulating the world coordinate system to a specific direction in the sky. <em>WCSTools</em> provides software to fit a WCS to an image, find objects",False,2002ASPC..281..169M,2002adass..11..169M,CfA,Astronomical Data Analysis Software and Systems XI,2002adass..11..169M|2002ASPC..281..169M|2002adass..11..169M,,2002,2002-00-00,"Mink, Douglas J.",WCSTools 3.0: More Tools for Image Astrometry and Catalog Searching
5619,WCSTools,WCSTools,0,"can be built into software. Iterated searching can be done through a command line catalog portal, <em>WCSTools</em> are kept, and the best photometric catalogs, such as the 2MASS PSC, the GSC II, and the USNO-A2.0 are in J2000 coordinates. <em>WCSTools</em> to and from existing portals are important. Access to the entire <em>WCSTools</em> package is at <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> Acknowledgments. This publication makes use of data products from the Two",False,2003ASPC..295...51M,2003adass..12...51M,CfA,Astronomical Data Analysis Software and Systems XII,2003adass..12...51M|2003ASPC..295...51M|2003adass..12...51M,,2003,2003-00-00,"Mink, D. J.",Federating Catalogs and Interfacing Them with Archives: A VO Prototype
